cpu_mark,cpu_cores,cpu_clock,cpu_smt,cpu_tdp,thread_mark,g3d_mark,gpu_vram,gpu_tdp,gpu_g2d,label,match
26636,8,3.4,1,65,3382,17172,8,176,913,1440p_60,1
10170,6,3.6,0,95,2583,7647,4,53,715,1080p_60,1
8631,4,3.6,1,65,2609,9554,4,107,808,1080p_60,0
58842,24,3.0,1,125,4614,38421,24,450,1295,4k_144+,1
30611,12,2.1,1,65,3896,16895,12,170,960,1440p_60,1
6544,6,3.2,1,130,1468,20778,12,250,964,4k_60,0
51524,12,4.7,1,170,4245,22292,8,220,998,1440p_144+,0
27874,14,3.3,1,165,2663,12714,8,130,925,1080p_120-144,1
28401,16,1.4,1,35,3809,9554,4,107,808,1440p_60,0
62631,16,4.5,1,170,4273,16895,12,170,960,4k_144+,0
62631,16,4.5,1,170,4273,38421,24,450,1295,4k_144+,1
41369,16,3.2,1,241,4148,31747,12,285,1195,1440p_144+,1
31711,14,2.7,1,65,4049,19752,8,115,1083,1080p_144+,1
46731,24,2.0,1,65,4491,25180,10,320,1049,4k_120-144,0
61286,24,3.0,1,150,4734,38421,24,450,1295,4k_144+,1
2149,2,2.8,0,51,1687,38421,24,450,1295,4k_144+,0
59317,24,3.2,1,125,4714,14128,6,160,748,4k_120-144,0
37783,14,3.5,1,125,4131,12714,8,130,925,1080p_144+,0
23590,8,3.9,1,105,2803,9554,4,107,808,1080p_60,1
43912,16,3.4,1,150,4338,31060,24,355,1240,1440p_144+,1
46719,24,2.0,1,65,4423,9554,4,107,808,1080p_60,0
43912,16,3.4,1,150,4338,14128,6,160,748,1440p_120-144,0
22193,8,2.5,1,65,3407,16619,8,165,969,1440p_60,1
25097,10,2.5,1,148,3638,17172,8,176,913,1080p_120-144,0
13180,6,3.4,1,65,2242,7647,4,53,715,1080p_60,1
59317,24,3.2,1,125,4714,12717,6,125,805,1080p_120-144,0
10648,6,3.7,0,95,2733,16485,8,160,911,1440p_60,0
21674,6,4.1,1,65,3896,9108,8,130,774,1080p_60,1
31443,8,4.2,1,65,3898,14128,6,160,748,1440p_60,1
30562,12,2.1,1,65,3862,16485,8,160,911,1080p_144+,1
59317,24,3.2,1,125,4714,38421,24,450,1295,4k_144+,1
26105,12,3.5,1,165,2718,19752,8,115,1083,4k_60,0
35890,8,4.5,1,105,4193,20416,8,200,988,1080p_144+,0
16040,6,3.7,1,65,2658,22292,8,220,998,4k_60,0
58970,24,3.2,1,125,4696,31747,12,285,1195,4k_120-144,1
3773,2,3.4,1,35,1945,38421,24,450,1295,4k_144+,0
13642,6,3.3,1,65,2931,26678,24,350,1056,4k_60,0
45525,16,3.4,1,105,3469,25180,10,320,1049,4k_120-144,0
51524,12,4.7,1,170,4245,12714,8,130,925,1080p_120-144,0
33982,16,2.4,1,65,4028,22292,8,220,998,1440p_120-144,1
39035,14,3.5,1,125,4288,9554,4,107,808,1080p_60,0
18693,8,3.8,1,125,3046,38421,24,450,1295,4k_144+,0
38668,14,3.5,1,125,4273,26728,16,300,1048,1440p_120-144,0
24509,8,3.8,1,65,3285,17172,8,176,913,1440p_60,1
27794,8,3.8,1,105,3445,19828,12,230,943,1440p_60,0
61539,24,3.2,1,150,4850,14128,6,160,748,1080p_120-144,0
50414,12,4.4,1,120,4132,29618,24,450,1228,4k_120-144,1
42243,20,2.1,1,65,4258,22292,8,220,998,4k_60,1
36108,16,2.4,1,65,4029,27007,12,350,1088,1080p_144+,0
36108,16,2.4,1,65,4029,19828,12,230,943,1080p_144+,1
6034,4,3.4,0,65,2259,25180,10,320,1049,1440p_120-144,0
58010,24,3.0,1,125,4597,38421,24,450,1295,4k_144+,1
32388,18,3.0,1,165,2652,19828,12,230,943,1440p_120-144,1
58970,24,3.2,1,125,4696,22292,8,220,998,1440p_144+,0
34243,12,3.6,1,190,4001,16421,16,300,789,1080p_144+,1
37783,14,3.5,1,125,4131,19752,8,115,1083,1440p_120-144,1
8631,4,3.6,1,65,2609,9554,4,107,808,1080p_60,0
59317,24,3.2,1,125,4714,9554,4,107,808,1080p_60,0
33982,16,2.4,1,65,4028,20778,12,250,964,1440p_120-144,1
34261,8,4.2,1,120,3754,16485,8,160,911,1080p_144+,1
50414,12,4.4,1,120,4132,31747,12,285,1195,4k_120-144,1
34243,12,3.6,1,190,4001,22292,8,220,998,1440p_120-144,1
36773,16,2.1,1,65,4112,9554,4,107,808,1080p_60,0
31443,8,4.2,1,65,3898,22292,8,220,998,4k_60,1
50476,24,2.0,1,65,4412,27007,12,350,1088,1440p_144+,1
8194,6,2.2,0,35,2156,25180,10,320,1049,1440p_120-144,0
31443,8,4.2,1,65,3898,19752,8,115,1083,1080p_144+,1
30611,12,2.1,1,65,3896,27007,12,350,1088,1440p_120-144,0
34555,8,3.6,1,65,4065,22292,8,220,998,4k_60,1
18693,8,3.8,1,125,3046,22749,16,165,1063,1080p_60,0
27874,14,3.3,1,165,2663,26728,16,300,1048,1440p_60,0
31711,14,2.7,1,65,4049,22121,16,250,983,1440p_60,0
13169,6,3.6,0,65,2503,20416,8,200,988,1440p_120-144,0
22193,8,2.5,1,65,3407,34556,16,320,1234,1080p_120-144,0
31402,14,2.6,1,65,4008,8788,4,150,740,1080p_144+,0
42746,24,1.1,1,35,4178,7647,4,53,715,1080p_60,0
34555,8,3.6,1,65,4065,16895,12,170,960,1440p_60,1
46398,16,3.4,1,125,4357,28889,20,315,1203,4k_120-144,1
36108,16,2.4,1,65,4029,22292,8,220,998,4k_60,1
35890,8,4.5,1,105,4193,20416,8,200,988,1440p_120-144,1
59317,24,3.2,1,125,4714,38421,24,450,1295,4k_144+,1
27877,10,3.7,1,150,3932,22292,8,220,998,4k_60,0
30611,12,2.1,1,65,3896,19752,8,115,1083,1080p_144+,1
34261,8,4.2,1,120,3754,22292,8,220,998,4k_60,1
42746,24,1.1,1,35,4178,14128,6,160,748,1440p_144+,0
42152,20,2.1,1,65,4271,27007,12,350,1088,1440p_120-144,0
25202,12,3.5,1,180,2491,14128,6,160,748,1080p_120-144,1
26330,8,3.0,1,105,2971,28130,16,335,1049,4k_120-144,0
31635,14,2.5,1,65,3871,12714,8,130,925,4k_60,0
46398,16,3.4,1,125,4357,31747,12,285,1195,4k_120-144,1
13642,6,3.3,1,65,2931,27007,12,350,1088,4k_60,0
48583,12,3.6,1,65,4141,31747,12,285,1195,1440p_144+,1
34555,8,3.6,1,65,4065,22726,8,160,1077,1080p_144+,0
46162,16,3.4,1,125,4347,27007,12,350,1088,1440p_144+,1
52891,20,3.4,1,125,4479,31747,12,285,1195,4k_120-144,1
22563,8,2.5,1,65,3385,26728,16,300,1048,4k_60,0
36108,16,2.4,1,65,4029,14128,6,160,748,4k_60,0
58970,24,3.2,1,125,4696,38421,24,450,1295,4k_144+,1
39061,12,3.7,1,105,3470,25180,10,320,1049,1080p_144+,0
45525,16,3.4,1,105,3469,31747,12,285,1195,4k_120-144,1
34243,12,3.6,1,190,4001,20416,8,200,988,4k_60,1
30562,12,2.1,1,65,3862,22292,8,220,998,1440p_120-144,1
4117,4,3.3,0,95,1703,26678,24,350,1056,1440p_144+,0
46731,24,2.0,1,65,4491,38421,24,450,1295,4k_144+,0
12090,6,2.9,1,65,2566,31747,12,285,1195,4k_120-144,0
37614,14,3.5,1,125,4123,31747,12,285,1195,4k_120-144,0
31402,14,2.6,1,65,4008,31747,12,285,1195,4k_120-144,0
37614,14,3.5,1,125,4123,20416,8,200,988,4k_60,1
31443,8,4.2,1,65,3898,26969,12,200,1159,1440p_120-144,0
31443,8,4.2,1,65,3898,22292,8,220,998,4k_60,1
16971,6,2.6,1,65,2992,15119,8,132,879,1080p_60,0
37614,14,3.5,1,125,4123,26969,12,200,1159,4k_60,1
23878,8,3.6,1,125,3376,22726,8,160,1077,1080p_60,0
30611,12,2.1,1,65,3896,15119,8,132,879,1440p_60,1
31635,14,2.5,1,65,3871,9108,8,130,774,1080p_144+,0
12160,6,2.9,1,65,2543,22726,8,160,1077,1440p_120-144,0
39035,14,3.5,1,125,4288,14128,6,160,748,1440p_120-144,0
46162,16,3.4,1,125,4347,31747,12,285,1195,4k_120-144,1
21876,6,3.7,1,65,3363,14128,6,160,748,1080p_120-144,1
16040,6,3.7,1,65,2658,7647,4,53,715,1080p_60,1
9293,4,3.7,1,65,2688,17172,8,176,913,1440p_60,0
24844,8,3.5,1,125,3533,16619,8,165,969,1440p_60,1
58842,24,3.0,1,125,4614,31060,24,355,1240,4k_120-144,1
27794,8,3.8,1,105,3445,31747,12,285,1195,1080p_120-144,0
35890,8,4.5,1,105,4193,17172,8,176,913,4k_60,0
24477,8,3.6,1,125,3396,7877,4,75,568,1080p_60,1
50476,24,2.0,1,65,4412,19752,8,115,1083,1440p_120-144,0
58970,24,3.2,1,125,4696,27007,12,350,1088,4k_144+,0
31402,14,2.6,1,65,4008,26728,16,300,1048,4k_60,1
46719,24,2.0,1,65,4423,28889,20,315,1203,4k_120-144,1
34243,12,3.6,1,190,4001,31747,12,285,1195,1440p_120-144,0
6963,4,3.5,0,65,2122,9554,4,107,808,1080p_60,0
37783,14,3.5,1,125,4131,20416,8,200,988,4k_60,1
13556,4,3.4,1,60,3420,7647,4,53,715,1080p_60,1
34555,8,3.6,1,65,4065,12714,8,130,925,1080p_144+,0
46731,24,2.0,1,65,4491,31060,24,355,1240,4k_120-144,1
2253,2,2.9,0,51,1778,14128,6,160,748,1080p_120-144,0
16968,6,2.6,1,65,3019,9108,8,130,774,1080p_60,1
46162,16,3.4,1,125,4347,31060,24,355,1240,4k_120-144,1
1909,2,2.9,0,54,1583,8788,4,150,740,1080p_60,0
38668,14,3.5,1,125,4273,20778,12,250,964,1440p_120-144,1
21876,6,3.7,1,65,3363,12714,8,130,925,1080p_120-144,1
14228,8,3.6,0,95,2867,7647,4,53,715,1080p_60,1
19829,6,3.9,1,65,3188,25180,10,320,1049,1080p_60,0
37783,14,3.5,1,125,4131,20416,8,200,988,4k_60,1
4287,2,4.2,1,58,2531,27007,12,350,1088,1440p_144+,0
31443,8,4.2,1,65,3898,20416,8,200,988,4k_60,1
46398,16,3.4,1,125,4357,31060,24,355,1240,1440p_144+,1
30562,12,2.1,1,65,3862,16485,8,160,911,1080p_144+,1
31443,8,4.2,1,65,3898,38421,24,450,1295,1440p_120-144,0
37783,14,3.5,1,125,4131,19752,8,115,1083,1080p_144+,1
34555,8,3.6,1,65,4065,16895,12,170,960,1440p_60,1
5372,4,3.3,0,84,2084,19828,12,230,943,1440p_120-144,0
16281,8,2.9,1,65,2899,31747,12,285,1195,1080p_60,0
32388,18,3.0,1,165,2652,14128,6,160,748,1440p_60,1
36108,16,2.4,1,65,4029,23468,8,290,1049,1080p_144+,0
46719,24,2.0,1,65,4423,28889,20,315,1203,1440p_144+,1
8938,4,3.7,1,65,2651,7647,4,53,715,1080p_60,0
24477,8,3.6,1,125,3396,16895,12,170,960,1080p_120-144,0
37614,14,3.5,1,125,4123,27007,12,350,1088,1080p_144+,0
21674,6,4.1,1,65,3896,16895,12,170,960,1440p_60,1
42152,20,2.1,1,65,4271,31060,24,355,1240,1440p_120-144,0
4061,4,2.0,1,35,1647,38421,24,450,1295,4k_144+,0
31711,14,2.7,1,65,4049,31747,12,285,1195,4k_60,0
51524,12,4.7,1,170,4245,34556,16,320,1234,4k_120-144,1
59317,24,3.2,1,125,4714,31747,12,285,1195,1440p_144+,1
31443,8,4.2,1,65,3898,14128,6,160,748,4k_60,0
48583,12,3.6,1,65,4141,31747,12,285,1195,4k_120-144,1
13259,4,3.3,1,60,3374,12714,8,130,925,1080p_120-144,0
36108,16,2.4,1,65,4029,19752,8,115,1083,4k_60,1
21876,6,3.7,1,65,3363,27007,12,350,1088,1440p_60,0
50476,24,2.0,1,65,4412,23468,8,290,1049,4k_144+,0
50414,12,4.4,1,120,4132,16895,12,170,960,4k_120-144,0
58010,24,3.0,1,125,4597,16895,12,170,960,4k_144+,0
27664,10,3.7,1,150,3935,22121,16,250,983,1440p_60,0
51524,12,4.7,1,170,4245,38421,24,450,1295,4k_144+,1
34555,8,3.6,1,65,4065,25180,10,320,1049,1440p_120-144,1
9395,6,2.9,0,65,2435,26969,12,200,1159,1440p_144+,0
13169,6,3.6,0,65,2503,6323,4,75,648,1080p_60,1
34261,8,4.2,1,120,3754,22121,16,250,983,1080p_144+,0
35890,8,4.5,1,105,4193,26728,16,300,1048,1080p_144+,0
4829,2,4.1,1,51,2507,14128,6,160,748,1440p_60,0
46162,16,3.4,1,125,4347,31060,24,355,1240,4k_120-144,1
24477,8,3.6,1,125,3396,14128,6,160,748,1080p_120-144,1
28455,6,4.7,1,105,4139,14128,6,160,748,1080p_120-144,1
33982,16,2.4,1,65,4028,15119,8,132,879,1080p_144+,1
23050,14,1.6,1,35,3604,14128,6,160,748,1440p_60,1
37614,14,3.5,1,125,4123,19828,12,230,943,4k_60,1
52891,20,3.4,1,125,4479,31747,12,285,1195,4k_120-144,1
42152,20,2.1,1,65,4271,26728,16,300,1048,1440p_144+,1
27794,8,3.8,1,105,3445,31060,24,355,1240,4k_120-144,0
50476,24,2.0,1,65,4412,38421,24,450,1295,4k_144+,1
50476,24,2.0,1,65,4412,7647,4,53,715,4k_144+,0
46731,24,2.0,1,65,4491,22292,8,220,998,4k_120-144,0
26105,12,3.5,1,165,2718,25180,10,320,1049,4k_60,0
8066,4,3.4,1,65,2284,12717,6,125,805,1440p_60,0
61539,24,3.2,1,150,4850,26678,24,350,1056,4k_60,0
34261,8,4.2,1,120,3754,12714,8,130,925,1440p_60,1
21674,6,4.1,1,65,3896,20778,12,250,964,1440p_60,0
58970,24,3.2,1,125,4696,38421,24,450,1295,4k_144+,1
42152,20,2.1,1,65,4271,14128,6,160,748,4k_60,0
24327,8,3.7,1,65,3288,23468,8,290,1049,1080p_120-144,0
37614,14,3.5,1,125,4123,38421,24,450,1295,4k_144+,0
31635,14,2.5,1,65,3871,16485,8,160,911,1440p_60,1
48583,12,3.6,1,65,4141,31747,12,285,1195,4k_120-144,1
4943,2,4.2,1,60,2573,22292,8,220,998,4k_60,0
50476,24,2.0,1,65,4412,14128,6,160,748,4k_144+,0
34544,12,3.6,1,190,4023,19752,8,115,1083,1440p_120-144,1
12591,4,2.2,1,35,3276,17172,8,176,913,1080p_60,0
45525,16,3.4,1,105,3469,12714,8,130,925,1440p_144+,0
62504,16,4.2,1,120,4151,25180,10,320,1049,1440p_120-144,0
16040,6,3.7,1,65,2658,27007,12,350,1088,1080p_60,0
33982,16,2.4,1,65,4028,20416,8,200,988,1440p_120-144,1
20288,6,3.6,1,65,3338,14128,6,160,748,1080p_120-144,1
41369,16,3.2,1,241,4148,27007,10,350,1088,4k_60,1
18693,8,3.8,1,125,3046,28889,20,315,1203,1080p_60,0
51524,12,4.7,1,170,4245,38421,24,450,1295,4k_144+,1
50414,12,4.4,1,120,4132,31747,12,285,1195,4k_120-144,1
17721,6,3.6,1,65,2564,38421,24,450,1295,4k_144+,0
11029,4,3.8,1,65,2526,9108,8,130,774,1080p_60,1
59317,24,3.2,1,125,4714,31747,12,285,1195,1440p_144+,1
53404,20,3.4,1,125,4498,22292,8,220,998,4k_144+,0
20266,6,3.6,1,65,3225,19752,8,115,1083,1080p_60,0
51524,12,4.7,1,170,4245,31747,12,285,1195,4k_120-144,1
20288,6,3.6,1,65,3338,28889,20,315,1203,1440p_144+,0
13169,6,3.6,0,65,2503,7647,4,53,715,1080p_60,1
25350,6,4.3,1,65,3881,26969,12,200,1159,1440p_60,0
50476,24,2.0,1,65,4412,26678,24,350,1056,1440p_144+,1
27046,6,3.8,1,65,3908,12912,6,120,808,1080p_120-144,1
37614,14,3.5,1,125,4123,19752,8,115,1083,1080p_144+,1
50476,24,2.0,1,65,4412,16895,12,170,960,4k_144+,0
59317,24,3.2,1,125,4714,26969,12,200,1159,1440p_144+,1
58842,24,3.0,1,125,4614,38421,24,450,1295,4k_144+,1
11577,4,3.6,1,65,2418,22292,8,220,998,1080p_60,0
1909,2,2.9,0,54,1583,19752,8,115,1083,1080p_144+,0
45525,16,3.4,1,105,3469,28889,20,315,1203,4k_120-144,1
58970,24,3.2,1,125,4696,31747,12,285,1195,4k_120-144,1
1858,2,3.1,1,65,1418,28889,20,315,1203,4k_120-144,0
26105,12,3.5,1,165,2718,38421,24,450,1295,4k_144+,0
24509,8,3.8,1,65,3285,14128,6,160,748,1080p_120-144,1
13169,6,3.6,0,65,2503,29618,24,450,1228,4k_120-144,0
3773,2,3.4,1,35,1945,22121,16,250,983,4k_60,0
42746,24,1.1,1,35,4178,31747,12,285,1195,1440p_144+,1
31711,14,2.7,1,65,4049,22292,8,220,998,4k_60,1
38668,14,3.5,1,125,4273,7647,4,53,715,1080p_144+,0
41080,16,3.2,1,241,4155,20416,8,200,988,4k_60,1
31635,14,2.5,1,65,3871,15119,8,132,879,1080p_144+,1
6726,2,3.7,1,46,2996,38421,24,450,1295,4k_144+,0
46162,16,3.4,1,125,4347,12717,6,125,805,1080p_120-144,0
24477,8,3.6,1,125,3396,16895,12,170,960,1080p_120-144,0
62631,16,4.5,1,170,4273,20416,8,200,988,4k_144+,0
34555,8,3.6,1,65,4065,16895,12,170,960,1080p_144+,1
53404,20,3.4,1,125,4498,16619,8,165,969,4k_144+,0
27877,10,3.7,1,150,3932,9554,4,107,808,1080p_60,0
38713,16,2.1,1,65,4125,20416,8,200,988,1440p_120-144,1
53404,20,3.4,1,125,4498,28889,20,315,1203,4k_120-144,1
51524,12,4.7,1,170,4245,16485,8,160,911,4k_144+,0
13259,4,3.3,1,60,3374,16895,12,170,960,1440p_60,0
39061,12,3.7,1,105,3470,16485,8,160,911,1080p_144+,1
30611,12,2.1,1,65,3896,19752,8,115,1083,1080p_144+,1
25097,10,2.5,1,148,3638,16485,8,160,911,1440p_60,1
1909,2,2.9,0,54,1583,9554,4,107,808,1080p_60,0
59317,24,3.2,1,125,4714,34556,16,320,1234,4k_120-144,1
37783,14,3.5,1,125,4131,20416,8,200,988,1080p_144+,0
27046,6,3.8,1,65,3908,16493,8,175,854,1080p_144+,0
26636,8,3.4,1,65,3382,17172,8,176,913,1440p_60,1
19862,6,3.0,1,65,3678,31747,12,285,1195,1080p_60,0
5281,4,3.1,0,35,1875,38421,24,450,1295,4k_144+,0
4486,2,3.9,1,51,2317,27007,12,350,1088,4k_60,0
6727,4,3.6,0,65,2494,31747,12,285,1195,4k_120-144,0
35890,8,4.5,1,105,4193,12714,8,130,925,1080p_120-144,0
24844,8,3.5,1,125,3533,27007,12,350,1088,1440p_60,0
48583,12,3.6,1,65,4141,38421,24,450,1295,4k_120-144,0
46208,24,2.0,1,65,4312,20416,8,200,988,1440p_144+,0
21876,6,3.7,1,65,3363,9554,4,107,808,1080p_60,1
58842,24,3.0,1,125,4614,31060,24,355,1240,4k_120-144,1
41080,16,3.2,1,241,4155,19828,12,230,943,4k_60,1
26330,8,3.0,1,105,2971,12717,6,125,805,1080p_120-144,1
25202,12,3.5,1,180,2491,15119,8,132,879,1440p_60,1
24844,8,3.5,1,125,3533,31747,12,285,1195,1080p_120-144,0
46731,24,2.0,1,65,4491,12717,6,125,805,1440p_144+,0
37783,14,3.5,1,125,4131,26728,16,300,1048,1440p_120-144,0
43912,16,3.4,1,150,4338,25180,10,320,1049,4k_60,1
20872,8,2.5,1,65,3278,28889,20,315,1203,1080p_120-144,0
4829,2,4.1,1,51,2507,6323,4,75,648,1080p_60,0
35890,8,4.5,1,105,4193,19828,12,230,943,1080p_144+,1
38668,14,3.5,1,125,4273,26969,12,200,1159,4k_60,1
22499,8,3.6,1,65,2658,31747,12,285,1195,1080p_60,0
58842,24,3.0,1,125,4614,17172,8,176,913,4k_120-144,0
58970,24,3.2,1,125,4696,38421,24,450,1295,4k_144+,1
41369,16,3.2,1,241,4148,26969,12,200,1159,1440p_120-144,0
39061,12,3.7,1,105,3470,23468,8,290,1049,4k_60,1
62504,16,4.2,1,120,4151,38421,24,450,1295,4k_144+,1
38668,14,3.5,1,125,4273,12714,8,130,925,1080p_120-144,0
41080,16,3.2,1,241,4155,26969,12,200,1159,1440p_144+,1
11029,4,3.8,1,65,2526,9554,4,107,808,1080p_60,1
4457,2,3.5,1,35,1968,16619,8,165,969,1080p_144+,0
58842,24,3.0,1,125,4614,25180,10,320,1049,4k_120-144,0
58970,24,3.2,1,125,4696,20778,12,250,964,1440p_120-144,0
27794,8,3.8,1,105,3445,29618,24,450,1228,1080p_120-144,0
34243,12,3.6,1,190,4001,38421,24,450,1295,1440p_60,0
19486,6,2.5,1,65,3492,9108,8,130,774,1080p_60,1
32388,18,3.0,1,165,2652,12714,8,130,925,1080p_120-144,0
31443,8,4.2,1,65,3898,26969,12,200,1159,1440p_120-144,0
8194,6,2.2,0,35,2156,27007,12,350,1088,1440p_144+,0
27046,6,3.8,1,65,3908,11659,6,120,777,1080p_120-144,1
21876,6,3.7,1,65,3363,16505,8,235,942,1440p_60,1
38668,14,3.5,1,125,4273,22292,8,220,998,4k_60,1
59317,24,3.2,1,125,4714,28130,16,335,1049,4k_120-144,1
42243,20,2.1,1,65,4258,34556,16,320,1234,4k_60,0
37783,14,3.5,1,125,4131,17172,8,176,913,1080p_144+,1
6544,6,3.2,1,130,1468,20416,8,200,988,1440p_120-144,0
58010,24,3.0,1,125,4597,19828,10,230,943,4k_120-144,0
20872,8,2.5,1,65,3278,22121,16,250,983,1080p_120-144,0
19829,6,3.9,1,65,3188,12714,8,130,925,1440p_60,0
25099,8,3.5,1,125,3511,13519,6,150,870,1080p_120-144,1
9872,6,3.0,0,65,2575,12912,6,120,808,1440p_60,0
31711,14,2.7,1,65,4049,31747,12,285,1195,1440p_60,0
46731,24,2.0,1,65,4491,27007,10,350,1088,1440p_144+,1
23590,8,3.9,1,105,2803,12714,8,130,925,1080p_120-144,1
59317,24,3.2,1,125,4714,31747,12,285,1195,4k_144+,0
12793,6,3.6,0,65,2501,9554,4,107,808,1080p_60,1
34261,8,4.2,1,120,3754,26969,12,200,1159,1080p_144+,0
52891,20,3.4,1,125,4479,27007,12,350,1088,1440p_144+,1
19829,10,2.8,1,65,3030,19752,8,115,1083,1080p_144+,0
24327,8,3.7,1,65,3288,20778,12,250,964,1080p_120-144,0
39035,14,3.5,1,125,4288,14128,6,160,748,1440p_120-144,0
2149,2,2.8,0,51,1687,16895,12,170,960,1080p_144+,0
20288,6,3.6,1,65,3338,12717,6,125,805,1080p_120-144,1
14283,6,4.1,1,125,2918,22292,8,220,998,1440p_120-144,0
23441,10,2.5,1,154,3498,25180,10,320,1049,1440p_60,0
34555,8,3.6,1,65,4065,31747,12,285,1195,1080p_144+,0
35890,8,4.5,1,105,4193,22292,8,220,998,1440p_120-144,1
59317,24,3.2,1,125,4714,31747,12,285,1195,4k_120-144,1
53404,20,3.4,1,125,4498,28889,20,315,1203,4k_120-144,1
22563,8,2.5,1,65,3385,12714,8,130,925,1080p_120-144,1
46398,16,3.4,1,125,4357,34556,16,320,1234,4k_120-144,1
32388,18,3.0,1,165,2652,16895,12,170,960,1080p_144+,1
16971,6,2.6,1,65,2992,14128,6,160,748,1440p_60,0
30562,12,2.1,1,65,3862,16895,12,170,960,1080p_144+,1
50414,12,4.4,1,120,4132,38421,24,450,1295,4k_144+,1
50476,24,2.0,1,65,4412,38421,24,450,1295,4k_144+,1
597,1,2.9,0,45,1117,31060,24,355,1240,4k_120-144,0
46731,24,2.0,1,65,4491,17172,8,176,913,1080p_144+,0
3602,2,3.6,1,51,2153,31747,12,285,1195,4k_120-144,0
53404,20,3.4,1,125,4498,31747,12,285,1195,4k_120-144,1
22499,8,3.6,1,65,2658,16895,12,170,960,1080p_120-144,0
41080,16,3.2,1,241,4155,7647,4,53,715,1440p_144+,0
33982,16,2.4,1,65,4028,27007,12,350,1088,1440p_120-144,0
4061,4,2.0,1,35,1647,17172,8,176,913,1080p_144+,0
28401,16,1.4,1,35,3809,14128,6,160,748,1080p_120-144,1
45525,16,3.4,1,105,3469,9554,4,107,808,4k_120-144,0
41080,16,3.2,1,241,4155,22292,8,220,998,4k_60,1
48583,12,3.6,1,65,4141,22726,8,160,1077,4k_120-144,0
9395,6,2.9,0,65,2435,28130,16,335,1049,4k_120-144,0
30562,12,2.1,1,65,3862,14377,8,180,879,1440p_60,1
42746,24,1.1,1,35,4178,27007,12,350,1088,1440p_144+,1
25097,10,2.5,1,148,3638,12714,8,130,925,1080p_120-144,1
31443,8,4.2,1,65,3898,19752,8,115,1083,4k_60,1
50414,12,4.4,1,120,4132,27007,12,350,1088,1440p_144+,1
38668,14,3.5,1,125,4273,31060,20,355,1240,1080p_144+,0
41369,16,3.2,1,241,4148,7647,4,53,715,1440p_120-144,0
31711,14,2.7,1,65,4049,14128,6,160,748,1080p_120-144,0
13236,8,3.0,0,65,2749,14128,6,160,748,1080p_120-144,0
6034,4,3.4,0,65,2259,20416,8,200,988,4k_60,0
37614,14,3.5,1,125,4123,20416,8,200,988,1440p_120-144,1
46398,16,3.4,1,125,4357,19828,12,230,943,1080p_144+,0
51524,12,4.7,1,170,4245,26969,12,200,1159,1440p_144+,1
62631,16,4.5,1,170,4273,38421,24,450,1295,4k_144+,1
23878,8,3.6,1,125,3376,12714,8,130,925,1080p_120-144,1
33982,16,2.4,1,65,4028,14377,8,180,879,4k_60,0
21876,6,3.7,1,65,3363,19828,12,230,943,1080p_144+,0
38668,14,3.5,1,125,4273,19828,12,230,943,4k_60,1
43912,16,3.4,1,150,4338,28889,20,315,1203,1440p_144+,1
22499,8,3.6,1,65,2658,17172,8,176,913,1440p_60,1
46162,16,3.4,1,125,4347,31060,24,355,1240,4k_120-144,1
27877,10,3.7,1,150,3932,16895,12,170,960,1440p_60,1
37614,14,3.5,1,125,4123,25180,10,320,1049,1440p_120-144,1
39035,14,3.5,1,125,4288,16895,12,170,960,4k_60,0
18693,8,3.8,1,125,3046,25180,10,320,1049,4k_60,0
46731,24,2.0,1,65,4491,26728,16,300,1048,1440p_144+,1
23878,8,3.6,1,125,3376,27007,12,350,1088,1080p_60,0
9395,6,2.9,0,65,2435,16895,12,170,960,1080p_144+,0
32388,18,3.0,1,165,2652,23468,8,290,1049,1440p_120-144,1
13263,8,3.0,0,65,2769,26678,24,350,1056,4k_60,0
52891,20,3.4,1,125,4479,31747,12,285,1195,1440p_144+,1
36108,16,2.4,1,65,4029,23468,8,290,1049,1080p_144+,0
46731,24,2.0,1,65,4491,31747,12,285,1195,4k_120-144,1
53404,20,3.4,1,125,4498,23468,8,290,1049,1440p_120-144,0
46162,16,3.4,1,125,4347,16895,12,170,960,4k_120-144,0
22193,8,2.5,1,65,3407,17172,8,176,913,1440p_60,1
52891,20,3.4,1,125,4479,19224,10,175,1059,4k_144+,0
31635,14,2.5,1,65,3871,20416,8,200,988,1440p_120-144,1
62504,16,4.2,1,120,4151,38421,24,450,1295,4k_144+,1
46731,24,2.0,1,65,4491,31747,12,285,1195,4k_120-144,1
46208,24,2.0,1,65,4312,12714,8,130,925,4k_120-144,0
50476,24,2.0,1,65,4412,27007,10,350,1088,1440p_144+,1
22499,8,3.6,1,65,2658,9554,4,107,808,1080p_60,1
51524,12,4.7,1,170,4245,16895,12,170,960,1440p_60,0
32388,18,3.0,1,165,2652,22292,8,220,998,1440p_60,0
45525,16,3.4,1,105,3469,12717,6,125,805,1440p_144+,0
9535,4,3.8,1,65,2789,9554,4,107,808,1080p_60,0
26330,8,3.0,1,105,2971,14128,6,160,748,1080p_120-144,1
23441,10,2.5,1,154,3498,12714,8,130,925,1080p_120-144,1
18693,8,3.8,1,125,3046,9554,4,107,808,1080p_60,1
39061,12,3.7,1,105,3470,14128,6,160,748,4k_60,0
42152,20,2.1,1,65,4271,23468,8,290,1049,4k_60,1
1877,2,3.5,0,65,1629,14128,6,160,748,1080p_120-144,0
