drive_name,size,disk_mark,type
KIOXIA-EXCERIA PLUS G2 SSD,1.8 TB,23013,SSD
KIOXIA-EXCERIA PLUS G2 SSD,465.8 GB,21395,SSD
KIOXIA-EXCERIA PLUS G3 SSD,1.8 TB,31293,SSD
KIOXIA-EXCERIA PLUS G3 SSD,931.5 GB,29692,SSD
KIOXIA-EXCERIA PLUS SSD,931.5 GB,21087,SSD
KIOXIA-EXCERIA PLUS SSD,465.8 GB,18696,SSD
KIOXIA-EXCERIA PRO SSD,1.8 TB,43310,SSD
KIOXIA-EXCERIA PRO SSD,931.5 GB,42398,SSD
KIOXIA-EXCERIA SSD,931.5 GB,10514,SSD
KIOXIA-EXCERIA SSD,447.1 GB,8466,SSD
KIOXIA-EXCERIA SSD,223.6 GB,4195,SSD
KLEVV CRAS C700 M.2 NVMe SSD 240GB,223.6 GB,7947,SSD
KLEVV CRAS C700 M.2 NVMe SSD 480GB,447.1 GB,10510,SSD
KLEVV CRAS C700 RGB M.2 NVMe SSD 240GB,223.6 GB,9944,SSD
KLEVV CRAS C700 RGB M.2 NVMe SSD 480GB,447.1 GB,10189,SSD
KLEVV CRAS C700 RGB M.2 NVMe SSD 960GB,894.3 GB,10295,SSD
KLEVV CRAS C710 M.2 NVMe SSD 1TB,953.9 GB,15040,SSD
KLEVV CRAS C710 M.2 NVMe SSD 256GB,238.5 GB,12756,SSD
KLEVV CRAS C710 M.2 NVMe SSD 512GB,476.9 GB,13674,SSD
KLEVV CRAS C715 M.2 NVMe SSD 512GB,476.9 GB,19578,SSD
KLEVV CRAS C720 M.2 NVMe SSD 1TB,953.9 GB,21093,SSD
KLEVV CRAS C720 M.2 NVMe SSD 512GB,476.9 GB,15541,SSD
KLEVV CRAS C730 M.2 NVMe SSD 1TB,953.9 GB,26078,SSD
KLEVV CRAS C730 M.2 NVMe SSD 2TB,1.9 TB,24627,SSD
KLEVV CRAS C910 Lite M.2 NVMe SSD 1TB,953.9 GB,25204,SSD
KLEVV CRAS C910 M.2 NVMe SSD 1TB,931.5 GB,32905,SSD
KLEVV CRAS C910 M.2 NVMe SSD 2TB,1.8 TB,32802,SSD
KLEVV CRAS C910 M.2 NVMe SSD 4TB,3.6 TB,26089,SSD
KLEVV CRAS C910 M.2 NVMe SSD 500GB,465.8 GB,23121,SSD
KLEVV CRAS C930 M.2 NVMe SSD 1TB,931.5 GB,50575,SSD
KLEVV CRAS C930 M.2 NVMe SSD 2TB,1.8 TB,48254,SSD
KLEVV NEO N400 SSD 120GB,111.8 GB,2800,SSD
KLEVV NEO N400 SSD 240GB,223.6 GB,3287,SSD
KLEVV NEO N400 SSD 480GB,447.1 GB,3634,SSD
KLEVV NEO N610 SSD 512GB,476.9 GB,4550,SSD
KLEVV SSD NEO N500 120GB,111.8 GB,2040,SSD
KLEVV SSD NEO N500 240GB,223.6 GB,2491,SSD
KLEVV SSD NEO N510+ 240GB,223.6 GB,2905,SSD
KLEVV SSD NEO N600 480GB,447.1 GB,4584,SSD
KLEVV SSD NEO N600 M.2 240GB,223.6 GB,3894,SSD
KLLISRE 128GB,119.2 GB,7674,SSD
KLLISRE 1TB,931.5 GB,9330,SSD
KLLISRE 240GB,223.6 GB,2595,SSD
KLLISRE 256GB,238.5 GB,8802,SSD
KLLISRE 512GB,476.9 GB,12647,SSD
KM600 256GB SSD,238.5 GB,16298,SSD
KNUP,223.6 GB,2704,SSD
KNUP NVME 512GB,476.9 GB,16179,SSD
KODAK SSD X100 120GB,111.8 GB,1740,SSD
KODAK SSD X100 240GB,223.6 GB,2471,SSD
KODAK SSD X120 PRO 1TB,953.9 GB,3546,SSD
KODAK SSD X120 PRO 256GB,238.5 GB,2311,SSD
KODAK SSD X120 PRO 512GB,476.9 GB,3524,SSD
KODAK SSD X130 PRO 1TB,953.9 GB,3544,SSD
KODAK SSD X130 PRO 256GB,238.5 GB,3103,SSD
KODAK SSD X350 1TB,953.9 GB,16229,SSD
KODAK SSD X350 256GB,238.5 GB,13999,SSD
KODAK SSD X350 512GB,476.9 GB,11348,SSD
KODAK SSD X410 1000GB,931.5 GB,46689,SSD
KODAK SSD X410 2000GB,1.8 TB,49857,SSD
KOGAN KHSSD 240GB,223.6 GB,1303,SSD
KOWIN KAE2000A256NS47,238.5 GB,3759,SSD
KOWIN KAE2000A512NS87,476.9 GB,3500,SSD
KPART512GBC2DVS,476.9 GB,18682,SSD
KPART512GBC2DVT,476.9 GB,16095,SSD
KPEGYMTBW2M512GCJD,476.9 GB,26170,SSD
KPEGYMTBW2U001TCJD,953.9 GB,23898,SSD
KSM SSD 512GB,476.9 GB,20475,SSD
KSQ120,111.8 GB,2748,SSD
KSQ240,223.6 GB,2658,SSD
Kston 128GB,119.2 GB,2752,SSD
Kston 256GB,238.5 GB,2576,SSD
Kston 512GB,476.9 GB,3303,SSD
Kston 64GB,59.6 GB,1426,SSD
KTROK SSD m.2 NVMe 256GB,238.5 GB,9440,SSD
KUU-128GB,119.2 GB,2852,SSD
KUU-256GB,238.5 GB,4255,SSD
KUU-512GB,476.9 GB,3813,SSD
KXG50PNV2T04 KIOXIA,1.9 TB,14609,SSD
KXG50PNV2T04 NVMe KIOXIA 2048GB,1.9 TB,15810,SSD
KXG5AZNV1T02 NVMe SED TOSHIBA 1024GB,953.9 GB,15275,SSD
KXG5AZNV256G NVMe SED TOSHIBA 256GB,238.5 GB,12706,SSD
KXG60PNV1T02 NVMe KIOXIA 1024GB,953.9 GB,19516,SSD
KXG60PNV2T04 KIOXIA,1.9 TB,22276,SSD
KXG60PNV2T04 NVMe KIOXIA 2048GB,1.9 TB,22839,SSD
KXG60PNV2T04 TOSHIBA,1.9 TB,21529,SSD
KXG60PNV512G NVMe KIOXIA 512GB,476.9 GB,17980,SSD
KXG60PNV512G NVMe TOSHIBA 512GB,476.9 GB,19638,SSD
KXG60ZNV1T02 KIOXIA,953.9 GB,20642,SSD
KXG60ZNV1T02 NVMe KIOXIA 1024GB,953.9 GB,21151,SSD
KXG60ZNV1T02 TOSHIBA,953.9 GB,18650,SSD
KXG60ZNV256G KIOXIA,238.5 GB,16142,SSD
KXG60ZNV256G NVMe KIOXIA 256GB,238.5 GB,15642,SSD
KXG60ZNV512G KIOXIA,476.9 GB,18866,SSD
KXG60ZNV512G NVMe KIOXIA 512GB,476.9 GB,18684,SSD
KXG60ZNV512G TOSHIBA,476.9 GB,18248,SSD
KXG6APNV2T04 TOSHIBA,1.9 TB,23014,HDD
KXG6AZNV1T02 KIOXIA,953.9 GB,23080,SSD
KXG6AZNV1T02 NVMe SED KIOXIA 1024GB,953.9 GB,19589,SSD
KXG6AZNV1T02 TOSHIBA,953.9 GB,20553,SSD
KXG6AZNV256G KIOXIA,238.5 GB,15409,SSD
KXG70PN84T09 NVMe KIOXIA 4096GB,3.7 TB,32433,SSD
KXG70PNV2T04 NVMe KIOXIA 2048GB,1.9 TB,31002,SSD
KXG70ZNV512G NVMe KIOXIA 512GB,476.9 GB,31976,SSD
KXG7APN84T09 LA KIOXIA,3.7 TB,30853,SSD
KXG7APNV2T04 LA KIOXIA,1.9 TB,26738,SSD
KXG7AZNV1T02 LA KIOXIA,953.9 GB,34431,SSD
KXG7AZNV512G LA KIOXIA,476.9 GB,29033,SSD
KXG80ZN84T09 KIOXIA,3.7 TB,35391,SSD
KXG80ZN84T09 NVMe KIOXIA 4096GB,3.7 TB,47432,SSD
KXG80ZNV1T02 KIOXIA,953.9 GB,40142,SSD
KXG80ZNV1T02 LS KIOXIA,953.9 GB,45353,SSD
KXG80ZNV1T02 NVMe KIOXIA 1024GB,953.9 GB,42686,SSD
KXG80ZNV1T02-KIOXIA,953.9 GB,41159,SSD
KXG80ZNV2T04 KIOXIA,1.9 TB,35980,SSD
KXG80ZNV2T04 NVMe KIOXIA 2048GB,1.9 TB,45750,SSD
KXG80ZNV512G KIOXIA,476.9 GB,36186,SSD
KXG80ZNV512G NVMe KIOXIA 512GB,476.9 GB,35606,SSD
KXG8AZN84T09 LA KIOXIA,3.7 TB,45224,SSD
KXG8AZNV1T02 KIOXIA,953.9 GB,36459,SSD
KXG8AZNV1T02 LA KIOXIA,953.9 GB,41028,SSD
KXG8AZNV2T04 LA KIOXIA,1.9 TB,42713,SSD
KXG8AZNV512G KIOXIA,476.9 GB,36898,SSD
KXG8AZNV512G LA KIOXIA,476.9 GB,34640,SSD
KYO-128GB,119.2 GB,6426,SSD
KZ1000,931.5 GB,13038,SSD
KZ128,119.2 GB,5084,SSD
KZ256,238.5 GB,11658,SSD
KZ512,476.9 GB,9972,SSD
L-ISS512 SSD 512GB,476.9 GB,3639,SSD
LAPCARE,119.2 GB,2519,SSD
LDLC F6+M.2 240,223.6 GB,2806,SSD
LDLC F6+M.2 480,447.1 GB,3546,SSD
LDLC F7+120GB,111.8 GB,3006,SSD
LDLC F7+240GB,223.6 GB,2372,SSD
LDLC F8+M.2 240,223.6 GB,10700,SSD
LDLC F8+M.2 480,447.1 GB,11858,SSD
LDLC SSD F7 PLUS 3D NAND 240GB,223.6 GB,3129,SSD
LDS2000G7GB,1.8 TB,3668,SSD
Lecoo PER512GG30-M.2/80,476.9 GB,15208,SSD
LEGEND 700 GOLD,953.9 GB,15871,SSD
Lenovo E660 SSD-2.5-512G,476.9 GB,3487,SSD
Lenovo SSD SL700 240G,223.6 GB,3004,SSD
Lenovo SSD ST510 120G,111.8 GB,3859,SSD
Lenovo-LS510-2242-120GB,111.8 GB,3161,SSD
LENSE20256GMSP34MEAT2TA,238.5 GB,8797,SSD
LENSE20512GMSP34MEAT2TA,476.9 GB,11335,SSD
LENSE30512GMSP34MEAT3TA,476.9 GB,14559,SSD
LENSE40512GMSP34MESTB3A,476.9 GB,14488,SSD
LEQIXIANG SSD 512GB,476.9 GB,8590,SSD
Leven JS500120C,111.8 GB,2478,SSD
Lexar 120GB SSD,111.8 GB,2541,SSD
Lexar 128GB SSD,119.2 GB,3082,SSD
Lexar 1TB SSD,931.5 GB,17945,SSD
Lexar 240GB SSD,223.6 GB,2647,SSD
Lexar 250GB SSD,232.9 GB,10630,SSD
Lexar 256GB SSD,238.5 GB,5017,SSD
Lexar 2TB SSD,1.9 TB,30379,SSD
Lexar 480GB SSD,447.1 GB,2656,SSD
Lexar 500GB SSD,465.8 GB,12118,SSD
Lexar 512GB SSD,476.9 GB,11766,SSD
Lexar 960GB SSD,894.3 GB,3590,SSD
Lexar SSD,931.5 GB,7427,SSD
Lexar SSD,223.6 GB,6342,SSD
Lexar SSD,447.1 GB,5813,SSD
Lexar SSD,476.9 GB,4242,SSD
Lexar SSD,238.5 GB,3525,SSD
Lexar SSD,111.8 GB,2888,SSD
Lexar SSD,119.2 GB,2599,SSD
Lexar SSD ARES 1TB,953.9 GB,37401,SSD
Lexar SSD ARES 2TB,1.9 TB,38387,SSD
Lexar SSD ARES 4TB,3.7 TB,42775,SSD
Lexar SSD ARES 512GB,476.9 GB,26750,SSD
Lexar SSD NM100 256GB,238.5 GB,3815,SSD
Lexar SSD NM100 512GB,476.9 GB,3927,SSD
Lexar SSD NM610 512GB,476.9 GB,15978,HDD
Lexar SSD NM610PRO 1TB,931.5 GB,21559,SSD
Lexar SSD NM610PRO 2TB,1.8 TB,21086,SSD
Lexar SSD NM610PRO 500GB,465.8 GB,17542,SSD
Lexar SSD NM620 1TB,953.9 GB,21136,SSD
Lexar SSD NM620 256GB,238.5 GB,15882,SSD
Lexar SSD NM620 2TB,1.9 TB,21030,SSD
Lexar SSD NM620 512GB,476.9 GB,19815,SSD
Lexar SSD NM6A1 1TB,953.9 GB,20998,SSD
Lexar SSD NM6A1 256GB,238.5 GB,14074,SSD
Lexar SSD NM6A1 512GB,476.9 GB,20134,SSD
Lexar SSD NM710 1TB,931.5 GB,33475,SSD
Lexar SSD NM710 2TB,1.8 TB,34241,SSD
Lexar SSD NM710 500GB,465.8 GB,27544,SSD
Lexar SSD NM760 1TB,953.9 GB,23748,SSD
Lexar SSD NM760 2TB,1.9 TB,26487,SSD
Lexar SSD NM790 1TB,953.9 GB,43967,SSD
Lexar SSD NM790 2TB,1.9 TB,46329,SSD
Lexar SSD NM790 4TB,3.7 TB,46033,SSD
Lexar SSD NM790 512GB,476.9 GB,34975,SSD
Lexar SSD NM7A1 1TB,953.9 GB,34350,SSD
Lexar SSD NM7A1 2TB,1.9 TB,34454,SSD
Lexar SSD NM7A1 512GB,476.9 GB,27229,SSD
Lexar SSD NM800PRO 1TB,953.9 GB,45497,SSD
Lexar SSD NM800PRO 2TB,1.9 TB,49898,SSD
Lexar SSD NM800PRO 512GB,476.9 GB,39279,SSD
Lexar SSD NQ100 240GB,223.6 GB,3452,SSD
Lexar SSD NQ100 480GB,447.1 GB,3703,SSD
Lexar SSD NQ100 960GB,894.3 GB,3956,SSD
Lexar SSD NQ700 1TB,953.9 GB,19402,SSD
Lexar SSD NQ710 1TB,931.5 GB,30750,SSD
Lexar SSD NQ710 2TB,1.8 TB,33082,SSD
Lexar SSD NQ790 1TB,931.5 GB,41503,SSD
Lexar SSD NQ790 2TB,1.8 TB,43909,SSD
Lexar SSD NQ790 4TB,3.6 TB,43391,SSD
Lexar SSD NS100 128GB,119.2 GB,3578,SSD
Lexar SSD NS100 1TB,953.9 GB,3800,SSD
Lexar SSD NS100 256GB,238.5 GB,3740,SSD
Lexar SSD NS100 2TB,1.9 TB,3601,SSD
Lexar SSD NS100 512GB,476.9 GB,3808,SSD
Linkmore XE-300 Lite 256GB,238.5 GB,12601,HDD
Lite-On 120GB SSD PH6-CE120,111.8 GB,2995,SSD
Lite-On 240GB SSD PH6-CE240,223.6 GB,4568,SSD
Lite-On 480GB SSD PH6-CE480,447.1 GB,3547,SSD
LITEON CA1-8D128,119.2 GB,6381,SSD
LITEON CA1-8D128-HP,119.2 GB,6563,SSD
LITEON CA1-8D256,238.5 GB,10902,SSD
LITEON CA1-8D256-HP,238.5 GB,9653,SSD
LITEON CA1-8D512,476.9 GB,11121,HDD
LITEON CA3-8D128-HP,119.2 GB,6036,SSD
LITEON CA3-8D256,238.5 GB,10620,SSD
LITEON CA3-8D256-HP,238.5 GB,11573,SSD
LITEON CA3-8D512,476.9 GB,14566,SSD
LITEON CA5-8D512,476.9 GB,15996,SSD
LITEON CB1-SD256,238.5 GB,7216,SSD
LITEON CB1-SD512,476.9 GB,6853,SSD
LITEON CL1-4D128,119.2 GB,8243,SSD
LITEON CL1-4D256,238.5 GB,10607,SSD
LITEON CL1-8D256,238.5 GB,12743,SSD
LITEON CL1-8D256-HP,238.5 GB,12784,SSD
LITEON CL1-8D512,476.9 GB,12004,SSD
LITEON CL1-8D512-HP,476.9 GB,13263,SSD
LITEON CS1-SP32,29.8 GB,2128,SSD
LITEON CS1-SP32-11 M.2 2242 32GB,29.8 GB,1660,SSD
LITEON CV1-8B128,119.2 GB,3044,SSD
LITEON CV1-8B128-HP,119.2 GB,3026,SSD
LITEON CV1-8B256,238.5 GB,3845,SSD
LITEON CV1-8B256-HP,238.5 GB,3928,SSD
LITEON CV1-8B512,476.9 GB,4147,SSD
LITEON CV1-8B512-HP,476.9 GB,4450,SSD
LITEON CV1-8B64,59.6 GB,2346,SSD
LITEON CV1-CC128,119.2 GB,2791,SSD
LITEON CV1-CC128-11 2.5 7mm 128GB,119.2 GB,2842,SSD
LITEON CV1-CC256,238.5 GB,3669,SSD
LITEON CV1-DB256,238.5 GB,3844,SSD
LITEON CV1-SB128,119.2 GB,2803,SSD
LITEON CV3-8D128,119.2 GB,3199,SSD
LITEON CV3-8D128-11 128GB,119.2 GB,3174,SSD
LITEON CV3-8D128-11 SAT,119.2 GB,3529,SSD
LITEON CV3-8D128-HP,119.2 GB,3348,SSD
LITEON CV3-8D256,238.5 GB,3656,SSD
LITEON CV3-8D256-11 256GB,238.5 GB,3713,SSD
LITEON CV3-8D256-41 256GB SED,238.5 GB,3681,SSD
LITEON CV3-8D256-HP,238.5 GB,3693,SSD
LITEON CV3-8D512,476.9 GB,3884,SSD
LITEON CV3-8D512-11 512GB,476.9 GB,3858,SSD
LITEON CV3-8D512-41 512GB SED,476.9 GB,3774,SSD
LITEON CV3-CE128,119.2 GB,3005,SSD
LITEON CV3-CE128-11 128GB,119.2 GB,3194,SSD
LITEON CV3-CE128-HP,119.2 GB,2847,SSD
LITEON CV3-CE256,238.5 GB,3344,SSD
LITEON CV3-CE256-11 256GB,238.5 GB,3487,SSD
LITEON CV3-CE256-HP,238.5 GB,3828,SSD
LITEON CV3-CE512-11 512GB,476.9 GB,3787,SSD
LITEON CV3-DE128,119.2 GB,3201,SSD
LITEON CV3-DE256,238.5 GB,3709,SSD
LITEON CV3-DE512,476.9 GB,3967,SSD
LITEON CV3-SD256,238.5 GB,4039,SSD
LITEON CV3-SD512,476.9 GB,3524,SSD
LITEON CV4-8Q128-HP,119.2 GB,3053,SSD
LITEON CV5-8Q256-HP,238.5 GB,3653,SSD
LITEON CV5-CQ512-11 512GB,476.9 GB,2955,SSD
LITEON CV6-8Q128,119.2 GB,3116,SSD
LITEON CV6-8Q256,238.5 GB,3610,SSD
LITEON CV8-8E128,119.2 GB,3292,SSD
LITEON CV8-8E128-11 128GB,119.2 GB,3238,SSD
LITEON CV8-8E128-HP,119.2 GB,3287,SSD
LITEON CV8-8E256,238.5 GB,3719,SSD
LITEON CV8-8E256-11 256GB,238.5 GB,3799,SSD
LITEON CV8-8E256-HP,238.5 GB,3526,SSD
LITEON CV8-8E512-11 512GB,476.9 GB,4131,SSD
LITEON CV8-CE128-11 128GB,119.2 GB,3414,SSD
LITEON CV8-CE256,238.5 GB,3931,SSD
LITEON CV8-CE256-11 256GB,238.5 GB,3867,SSD
LITEON CV8-CE256-HP,238.5 GB,5233,SSD
LITEON CX1-JB256-HP,238.5 GB,4581,SSD
LITEON CX1-JB512-HP,476.9 GB,5035,SSD
LITEON CX2-8B256,238.5 GB,9895,SSD
LiteOn CX2-8B256-Q11 256GB NVMe,238.5 GB,9977,SSD
LITEON CX2-8B512,476.9 GB,12625,SSD
LiteOn CX2-8B512-Q11 512GB NVMe,476.9 GB,11357,SSD
LITEON CX2-GB1024-Q11 NVMe 1TB,953.9 GB,13488,SSD
LITEON ECE-240NAS,223.6 GB,3801,SSD
LITEON EPX-KW960,894.3 GB,10669,HDD
LITEON I T SCS-128L9S,119.2 GB,3007,SSD
LITEON IT L8H-128V2G,119.2 GB,2763,SSD
LITEON IT L8H-64V2G,59.6 GB,2178,SSD
LITEON IT L8T-128L9G,119.2 GB,3723,SSD
LITEON IT L8T-128L9G-HP,119.2 GB,3155,SSD
LITEON IT L8T-256L9G,238.5 GB,4185,SSD
LITEON IT L8T-256L9G-HP,238.5 GB,4330,SSD
LITEON IT L8T-64L9G,55.9 GB,2751,SSD
LITEON IT LCS-128L9S,119.2 GB,3239,SSD
LITEON IT LCS-128L9S-11 2.5 7mm 128GB,119.2 GB,3397,SSD
LITEON IT LCS-128L9S-HH,119.2 GB,3339,SSD
LITEON IT LCS-128L9S-HP,119.2 GB,3611,SSD
LITEON IT LCS-25,238.5 GB,3990,SSD
LITEON IT LCS-256L9S,238.5 GB,4112,SSD
LITEON IT LCS-256L9S-11,238.5 GB,3531,SSD
LITEON IT LCS-256L9S-11 2.5 7mm 256GB,238.5 GB,4031,SSD
LITEON IT LCS-256L9S-HP,238.5 GB,3869,SSD
LITEON IT LCT-512L9S,476.9 GB,3681,SSD
LITEON IT LCT-512L9S-11 2.5 7mm 512GB,476.9 GB,3478,SSD
LITEON IT LDS-128L9S,119.2 GB,2751,SSD
LITEON IT LDS-256L9S,238.5 GB,3759,SSD
LITEON IT LMH-256V2M,238.5 GB,3395,SSD
LITEON IT LMT-128L9M,119.2 GB,3700,SSD
LITEON IT LMT-128L9M-11 MSATA 128GB,119.2 GB,3038,SSD
LITEON IT LMT-256L9M,238.5 GB,4073,SSD
LITEON IT LMT-256L9M-11 MSATA 256GB,238.5 GB,3768,SSD
LITEON IT LMT-512L9M-11 MSATA 512GB,476.9 GB,3562,SSD
LITEON IT LST-32S9G-HP,29.8 GB,2394,SSD
LITEON IT N3-L2128,119.2 GB,2856,SSD
LITEON IT SCS-128L9S,119.2 GB,2919,SSD
LITEON IT SCS-256L9S,238.5 GB,3036,SSD
LITEON J8-L1032-11 M.2 2260 32GB,29.8 GB,822,SSD
LITEON L CH-256V2S-HP,238.5 GB,3453,SSD
LITEON L8H-128V2G-11 M.2 2280 128GB,119.2 GB,2994,SSD
LITEON L8H-128V2G-HP,119.2 GB,2904,SSD
LITEON L8H-256V2G,238.5 GB,3635,SSD
LITEON L8H-256V2G-11 M.,238.5 GB,3556,SSD
LITEON L8H-256V2G-11 M.2 2280 256GB,238.5 GB,3666,SSD
LITEON L8H-256V2G-41 M.2 2280 256GB SED,238.5 GB,3703,SSD
LITEON L8H-256V2G-HP,238.5 GB,3524,SSD
LITEON LCH-128V2S,119.2 GB,2847,SSD
LITEON LCH-128V2S-11 2.5 7mm 128GB,119.2 GB,2839,SSD
LITEON LCH-128V2S-11 22,119.2 GB,2970,SSD
LITEON LCH-128V2S-HP,119.2 GB,2742,SSD
LITEON LCH-256V2S,238.5 GB,3757,SSD
LITEON LCH-256V2S-11 2.5,238.5 GB,2652,SSD
LITEON LCH-256V2S-11 2.5 7mm 256GB,238.5 GB,3577,SSD
LITEON LCH-256V2S-11 22,238.5 GB,3465,SSD
LITEON LCH-256V2S-HP,238.5 GB,3476,SSD
LITEON LCH-512V2S,476.9 GB,4236,SSD
LITEON LCH-512V2S-11 2.,476.9 GB,4415,SSD
LITEON LCH-512V2S-11 2.5 7mm 512GB,476.9 GB,3932,SSD
LITEON LDH-256V2S,238.5 GB,3222,SSD
LITEON LGH-512V2G,476.9 GB,3603,SSD
LITEON LGH-512V2G-11 M.2 2280 512GB,476.9 GB,4117,SSD
LITEON LJH-128V2G-11 M.2 2260 128GB,119.2 GB,2959,SSD
LITEON LJH-64V2G-11 M.2 2260 64GB,59.6 GB,2295,SSD
LITEON LMH-128V2M,119.2 GB,3064,SSD
LITEON LMH-128V2M-11 MSATA 128GB,119.2 GB,2923,SSD
LITEON LMH-256V2M,238.5 GB,3323,SSD
LITEON LMH-256V2M-11 MM,238.5 GB,3702,SSD
LITEON LMH-256V2M-11 MSATA 256GB,238.5 GB,3468,SSD
LITEON LMH-512V2M-11 MSATA 512GB,476.9 GB,3845,SSD
LITEON T10 240,223.6 GB,11905,SSD
LITEON T9 256,238.5 GB,3158,SSD
LITEON V2G pro 256,238.5 GB,4038,SSD
LITEON V2S pro 128,119.2 GB,2049,SSD
LITEONIT 128GB LAT-128M2S,119.1 GB,2517,SSD
LITEONIT 128GB LCT-128M3S,119.2 GB,3063,SSD
LITEONIT 128GB LMT-128M3M,119.2 GB,3115,SSD
LITEONIT 128GB S100-128,119.2 GB,3079,SSD
LITEONIT 160GB E200-160,149 GB,2541,SSD
LITEONIT 256GB LAT-256M2S,238.4 GB,2607,SSD
LITEONIT 256GB LAT-256M3S,238.5 GB,3703,SSD
LITEONIT 256GB LCT-256M3S,238.5 GB,3598,SSD
LITEONIT 256GB LMT-256M3M,238.5 GB,3747,SSD
LITEONIT 512GB LCT-512M3S,476.9 GB,3541,SSD
LITEONIT 80GB E200-080,74.5 GB,1841,SSD
LITEONIT DMT-80M6M-11 mS,74.5 GB,1860,SSD
LITEONIT DMT-80M6M-11 mSATA 80GB,74.5 GB,2670,SSD
LITEONIT E200-080,74.5 GB,2369,SSD
LITEONIT L8T-128L6G-HP,119.2 GB,3625,SSD
LITEONIT L8T-256L9G-11 M.2 2280 256GB,238.5 GB,4280,SSD
LITEONIT L8T-64L6G-HP,59.6 GB,1978,SSD
LITEONIT LAM-128M3S,119.2 GB,2013,SSD
LITEONIT LAT-128M2S,119.2 GB,1695,SSD
LITEONIT LAT-128M3S,119.2 GB,2961,SSD
LITEONIT LAT-256M2S,238.5 GB,2942,SSD
LITEONIT LAT-64M3S,59.6 GB,2899,SSD
"LITEONIT LCM-128M3S 2.5"" 7mm 128GB",119.2 GB,3057,SSD
LITEONIT LCM-256,238.5 GB,3375,SSD
LITEONIT LCM-256M3S,238.5 GB,3969,SSD
"LITEONIT LCM-256M3S 2.5"" 7mm 256GB",238.5 GB,3514,SSD
LITEONIT LCS-128,119.2 GB,3448,SSD
LITEONIT LCS-128L9S-11 2.5 7mm 128GB,119.2 GB,3355,SSD
LITEONIT LCS-128L9S-11 22,119.2 GB,3542,SSD
LITEONIT LCS-128M6S,119.2 GB,3449,SSD
LITEONIT LCS-128M6S 2.5,119.2 GB,3466,SSD
LITEONIT LCS-128M6S 2.5 7mm 128GB,119.2 GB,3434,SSD
LITEONIT LCS-128M6S-HP,119.2 GB,3511,SSD
LITEONIT LCS-256L9S-11 2,238.5 GB,3710,SSD
LITEONIT LCS-256L9S-11 2.5 7mm 256GB,238.5 GB,4059,SSD
LITEONIT LCS-256L9S-11 22,238.5 GB,4052,SSD
LITEONIT LCS-256M6S,238.5 GB,3818,SSD
LITEONIT LCS-256M6S 2.5,238.5 GB,3855,SSD
LITEONIT LCS-256M6S 2.5 7mm 256GB,238.5 GB,3991,SSD
LITEONIT LCS-512,476.9 GB,3573,SSD
LITEONIT LCS-512M6S 2.5,476.9 GB,3837,SSD
LITEONIT LCS-512M6S 2.5 7mm 512GB,476.9 GB,4016,SSD
LITEONIT LCT-128,119.2 GB,2958,SSD
LITEONIT LCT-128M3S,119.2 GB,2836,SSD
LITEONIT LCT-128M3S 2.5,119.2 GB,2900,SSD
LITEONIT LCT-128M3S 2.5 7mm 128GB,119.2 GB,2949,SSD
LITEONIT LCT-256M3S,238.5 GB,3536,SSD
LITEONIT LCT-256M3S 2.5,238.5 GB,3653,SSD
LITEONIT LCT-256M3S 2.5 7mm 256GB,238.5 GB,3499,SSD
LITEONIT LCT-256M3S-41 7mm 256GB FDE,238.5 GB,3469,SSD
LITEONIT LCT-512,476.9 GB,3899,SSD
LITEONIT LCT-512L9S-11 2.5 7mm 512GB,476.9 GB,3829,SSD
LITEONIT LE-128M1S,119.2 GB,554,SSD
LITEONIT LGT-128M6G,119.2 GB,2825,SSD
LITEONIT LGT-256M6G,238.5 GB,3833,SSD
LITEONIT LGT-512L9G-11 M.2 2280 512GB,476.9 GB,4176,SSD
LITEONIT LITEONIT LCS-128,119.2 GB,3752,SSD
LITEONIT LITEONIT LCS-512,476.9 GB,4224,SSD
LITEONIT LJT-128L6G-11 M.2 2260 128GB,119.2 GB,3928,SSD
LITEONIT LJT-256L6G-11 M.2 2260 256GB,238.5 GB,3752,SSD
LITEONIT LMH-256V2M-41 MSATA 256GB SED,238.5 GB,3773,SSD
LITEONIT LMM-64L3M mSATA 64GB,59.6 GB,1791,SSD
LITEONIT LMT-128,119.2 GB,3195,SSD
LITEONIT LMT-128L9M-11 MSATA 128GB,119.2 GB,3778,SSD
LITEONIT LMT-128M3M,119.2 GB,2736,SSD
LITEONIT LMT-128M3M mSATA 128GB,119.2 GB,2881,SSD
LITEONIT LMT-128M6M,119.2 GB,3680,SSD
LITEONIT LMT-128M6M mSAT,119.2 GB,3266,SSD
LITEONIT LMT-128M6M mSATA 128GB,119.2 GB,3395,SSD
LITEONIT LMT-128M6M-HP,119.2 GB,3193,SSD
LITEONIT LMT-19nmBGA-128G,119.2 GB,3769,SSD
LITEONIT LMT-19nmBGA-128G-DS,119.2 GB,3696,SSD
LITEONIT LMT-19nmBGA-256G-DS,238.5 GB,3710,SSD
LITEONIT LMT-19nmBGA-64G,59.6 GB,2814,SSD
LITEONIT LMT-19nmBGA-64G-DS,59.6 GB,2703,SSD
LITEONIT LMT-256,238.5 GB,3914,SSD
LITEONIT LMT-256L9M-11 MM,238.5 GB,3986,SSD
LITEONIT LMT-256L9M-11 MSATA 256GB,238.5 GB,3950,SSD
